Id,ProjectId,NrDataId,ExtraId,CatchNo,EnvQuantity,CenterEnv,TotalEnv,Env,SerialNumber,BookletSerial,CenterCode,Route,NodalSortModified,CenterSortModified,RouteSortModified,NodalCodeRef,RouteRef,CreatedAt,UploadBatch
1,138,1474438,NULL,1253,20,1,1,1/1,1,10001-10020,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.629633",1
2,138,NULL,1,1253,20,1,5,1/5,2,10021-10040,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632065",1
3,138,NULL,1,1253,20,2,5,2/5,3,10041-10060,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632244",1
4,138,NULL,1,1253,20,3,5,3/5,4,10061-10080,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632274",1
5,138,NULL,1,1253,20,4,5,4/5,5,10081-10100,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632285",1
6,138,NULL,1,1253,20,5,5,5/5,6,10101-10120,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632297",1
7,138,1474439,NULL,1253,20,1,1,1/1,7,10121-10140,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632307",1
8,138,NULL,1,1253,20,6,5,1/5,8,10141-10160,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632313",1
9,138,NULL,1,1253,20,7,5,2/5,9,10161-10180,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632329",1
10,138,NULL,1,1253,20,8,5,3/5,10,10181-10200,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632345",1
11,138,NULL,1,1253,20,9,5,4/5,11,10201-10220,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632357",1
12,138,NULL,1,1253,20,10,5,5/5,12,10221-10240,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632366",1
13,138,NULL,2,1253,20,1,1,1/1,13,10241-10260,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.632375",1
14,138,1474440,NULL,1254,20,1,1,1/1,14,10261-10280,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632385",1
15,138,NULL,1,1254,20,1,5,1/5,15,10281-10300,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632389",1
16,138,NULL,1,1254,20,2,5,2/5,16,10301-10320,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632398",1
17,138,NULL,1,1254,20,3,5,3/5,17,10321-10340,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632408",1
18,138,NULL,1,1254,20,4,5,4/5,18,10341-10360,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632418",1
19,138,NULL,1,1254,20,5,5,5/5,19,10361-10380,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632426",1
20,138,NULL,2,1254,20,1,1,1/1,20,10381-10400,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.632436",1
21,138,1474441,NULL,1255,20,1,1,1/1,21,10401-10420,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632446",1
22,138,NULL,1,1255,20,1,5,1/5,22,10421-10440,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632452",1
23,138,NULL,1,1255,20,2,5,2/5,23,10441-10460,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632461",1
24,138,NULL,1,1255,20,3,5,3/5,24,10461-10480,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632470",1
25,138,NULL,1,1255,20,4,5,4/5,25,10481-10500,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632480",1
26,138,NULL,1,1255,20,5,5,5/5,26,10501-10520,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632489",1
27,138,NULL,2,1255,20,1,1,1/1,27,10521-10540,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.632498",1
28,138,1474442,NULL,2150,20,1,1,1/1,28,10541-10560,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632510",1
29,138,NULL,1,2150,20,1,5,1/5,29,10561-10580,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632516",1
30,138,NULL,1,2150,20,2,5,2/5,30,10581-10600,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632525",1
31,138,NULL,1,2150,20,3,5,3/5,31,10601-10620,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632533",1
32,138,NULL,1,2150,20,4,5,4/5,32,10621-10640,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632542",1
33,138,NULL,1,2150,20,5,5,5/5,33,10641-10660,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632551",1
34,138,NULL,2,2150,20,1,1,1/1,34,10661-10680,"University Extra",NULL,100000,100000,10000,2201,NULL,"2026-03-11 19:35:22.632588",1
35,138,1474443,NULL,5008,20,1,1,1/1,35,10681-10700,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632599",1
36,138,NULL,1,5008,20,1,5,1/5,36,10701-10720,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632604",1
37,138,NULL,1,5008,20,2,5,2/5,37,10721-10740,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632613",1
38,138,NULL,1,5008,20,3,5,3/5,38,10741-10760,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632622",1
39,138,NULL,1,5008,20,4,5,4/5,39,10761-10780,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632631",1
40,138,NULL,1,5008,20,5,5,5/5,40,10781-10800,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632640",1
41,138,1474444,NULL,5008,20,1,1,1/1,41,10801-10820,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632650",1
42,138,NULL,1,5008,20,6,5,1/5,42,10821-10840,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632654",1
43,138,NULL,1,5008,20,7,5,2/5,43,10841-10860,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632660",1
44,138,NULL,1,5008,20,8,5,3/5,44,10861-10880,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632665",1
45,138,NULL,1,5008,20,9,5,4/5,45,10881-10900,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632671",1
46,138,NULL,1,5008,20,10,5,5/5,46,10901-10920,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632676",1
47,138,NULL,2,5008,20,1,1,1/1,47,10921-10940,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.632682",1
48,138,1474445,NULL,5009,20,1,1,1/1,48,10941-10960,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632688",1
49,138,NULL,1,5009,20,1,5,1/5,49,10961-10980,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632692",1
50,138,NULL,1,5009,20,2,5,2/5,50,10981-11000,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632697",1
51,138,NULL,1,5009,20,3,5,3/5,51,11001-11020,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632703",1
52,138,NULL,1,5009,20,4,5,4/5,52,11021-11040,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632712",1
53,138,NULL,1,5009,20,5,5,5/5,53,11041-11060,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632720",1
54,138,1474446,NULL,5009,20,1,1,1/1,54,11061-11080,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632730",1
55,138,NULL,1,5009,20,6,5,1/5,55,11081-11100,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632736",1
56,138,NULL,1,5009,20,7,5,2/5,56,11101-11120,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632745",1
57,138,NULL,1,5009,20,8,5,3/5,57,11121-11140,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632754",1
58,138,NULL,1,5009,20,9,5,4/5,58,11141-11160,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632763",1
59,138,NULL,1,5009,20,10,5,5/5,59,11161-11180,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.632772",1
60,138,1474448,NULL,5009,20,1,1,1/1,60,11181-11200,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632781",1
61,138,NULL,1,5009,20,11,5,1/5,61,11201-11220,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632786",1
62,138,NULL,1,5009,20,12,5,2/5,62,11221-11240,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632795",1
63,138,NULL,1,5009,20,13,5,3/5,63,11241-11260,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632804",1
64,138,NULL,1,5009,20,14,5,4/5,64,11261-11280,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632813",1
65,138,NULL,1,5009,20,15,5,5/5,65,11281-11300,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.632822",1
66,138,1474447,NULL,5009,20,1,1,1/1,66,11301-11320,2205,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632834",1
67,138,NULL,1,5009,20,16,5,1/5,67,11321-11340,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.632840",1
68,138,NULL,1,5009,20,17,5,2/5,68,11341-11360,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.632852",1
69,138,NULL,1,5009,20,18,5,3/5,69,11361-11380,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.632862",1
70,138,NULL,1,5009,20,19,5,4/5,70,11381-11400,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.632870",1
71,138,NULL,1,5009,20,20,5,5/5,71,11401-11420,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.632876",1
72,138,1474449,NULL,5009,20,1,1,1/1,72,11421-11440,2212,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632883",1
73,138,NULL,1,5009,20,21,5,1/5,73,11441-11460,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.632886",1
74,138,NULL,1,5009,20,22,5,2/5,74,11461-11480,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.632892",1
75,138,NULL,1,5009,20,23,5,3/5,75,11481-11500,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.632897",1
76,138,NULL,1,5009,20,24,5,4/5,76,11501-11520,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.632902",1
77,138,NULL,1,5009,20,25,5,5/5,77,11521-11540,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.632909",1
78,138,NULL,2,5009,20,1,1,1/1,78,11541-11560,"University Extra",NULL,100000,100000,10000,2212,NULL,"2026-03-11 19:35:22.632914",1
79,138,1474450,NULL,5076,20,1,1,1/1,79,11561-11580,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632921",1
80,138,NULL,1,5076,20,1,5,1/5,80,11581-11600,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632924",1
81,138,NULL,1,5076,20,2,5,2/5,81,11601-11620,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632929",1
82,138,NULL,1,5076,20,3,5,3/5,82,11621-11640,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632935",1
83,138,NULL,1,5076,20,4,5,4/5,83,11641-11660,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632940",1
84,138,NULL,1,5076,20,5,5,5/5,84,11661-11680,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.632945",1
85,138,NULL,2,5076,20,1,1,1/1,85,11681-11700,"University Extra",NULL,100000,100000,10000,2201,NULL,"2026-03-11 19:35:22.632951",1
86,138,1474451,NULL,5090,20,1,1,1/1,86,11701-11720,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.632957",1
87,138,NULL,1,5090,20,1,5,1/5,87,11721-11740,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633030",1
88,138,NULL,1,5090,20,2,5,2/5,88,11741-11760,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633037",1
89,138,NULL,1,5090,20,3,5,3/5,89,11761-11780,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633043",1
90,138,NULL,1,5090,20,4,5,4/5,90,11781-11800,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633048",1
91,138,NULL,1,5090,20,5,5,5/5,91,11801-11820,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633054",1
92,138,1474452,NULL,5090,20,1,1,1/1,92,11821-11840,2205,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633060",1
93,138,NULL,1,5090,20,6,5,1/5,93,11841-11860,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633063",1
94,138,NULL,1,5090,20,7,5,2/5,94,11861-11880,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633069",1
95,138,NULL,1,5090,20,8,5,3/5,95,11881-11900,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633075",1
96,138,NULL,1,5090,20,9,5,4/5,96,11901-11920,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633080",1
97,138,NULL,1,5090,20,10,5,5/5,97,11921-11940,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633086",1
98,138,1474453,NULL,5090,20,1,1,1/1,98,11941-11960,2212,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633092",1
99,138,NULL,1,5090,20,11,5,1/5,99,11961-11980,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633095",1
100,138,NULL,1,5090,20,12,5,2/5,100,11981-12000,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633101",1
101,138,NULL,1,5090,20,13,5,3/5,101,12001-12020,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633106",1
102,138,NULL,1,5090,20,14,5,4/5,102,12021-12040,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633112",1
103,138,NULL,1,5090,20,15,5,5/5,103,12041-12060,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633117",1
104,138,NULL,2,5090,20,1,1,1/1,104,12061-12080,"University Extra",NULL,100000,100000,10000,2212,NULL,"2026-03-11 19:35:22.633126",1
105,138,1474454,NULL,5091,20,1,2,1/2,105,12081-12100,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633136",1
106,138,1474454,NULL,5091,20,2,2,2/2,106,12101-12120,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633183",1
107,138,NULL,1,5091,20,1,5,1/5,107,12121-12140,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633189",1
108,138,NULL,1,5091,20,2,5,2/5,108,12141-12160,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633199",1
109,138,NULL,1,5091,20,3,5,3/5,109,12161-12180,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633208",1
110,138,NULL,1,5091,20,4,5,4/5,110,12181-12200,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633217",1
111,138,NULL,1,5091,20,5,5,5/5,111,12201-12220,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633256",1
112,138,1474455,NULL,5091,20,1,1,1/1,112,12221-12240,2205,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633266",1
113,138,NULL,1,5091,20,6,5,1/5,113,12241-12260,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633271",1
114,138,NULL,1,5091,20,7,5,2/5,114,12261-12280,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633276",1
115,138,NULL,1,5091,20,8,5,3/5,115,12281-12300,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633282",1
116,138,NULL,1,5091,20,9,5,4/5,116,12301-12320,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633287",1
117,138,NULL,1,5091,20,10,5,5/5,117,12321-12340,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.633293",1
118,138,1474456,NULL,5091,20,1,1,1/1,118,12341-12360,2212,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633299",1
119,138,NULL,1,5091,20,11,5,1/5,119,12361-12380,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633302",1
120,138,NULL,1,5091,20,12,5,2/5,120,12381-12400,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633308",1
121,138,NULL,1,5091,20,13,5,3/5,121,12401-12420,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633313",1
122,138,NULL,1,5091,20,14,5,4/5,122,12421-12440,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633319",1
123,138,NULL,1,5091,20,15,5,5/5,123,12441-12460,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.633324",1
124,138,NULL,2,5091,20,1,1,1/1,124,12461-12480,"University Extra",NULL,100000,100000,10000,2212,NULL,"2026-03-11 19:35:22.633330",1
125,138,1474457,NULL,5093,20,1,1,1/1,125,12481-12500,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633336",1
126,138,NULL,1,5093,20,1,5,1/5,126,12501-12520,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633339",1
127,138,NULL,1,5093,20,2,5,2/5,127,12521-12540,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633345",1
128,138,NULL,1,5093,20,3,5,3/5,128,12541-12560,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633351",1
129,138,NULL,1,5093,20,4,5,4/5,129,12561-12580,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633356",1
130,138,NULL,1,5093,20,5,5,5/5,130,12581-12600,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633369",1
131,138,NULL,2,5093,20,1,1,1/1,131,12601-12620,"University Extra",NULL,100000,100000,10000,2202,NULL,"2026-03-11 19:35:22.633374",1
132,138,1474458,NULL,5115,20,1,1,1/1,132,12621-12640,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633380",1
133,138,NULL,1,5115,20,1,5,1/5,133,12641-12660,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633384",1
134,138,NULL,1,5115,20,2,5,2/5,134,12661-12680,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633389",1
135,138,NULL,1,5115,20,3,5,3/5,135,12681-12700,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633415",1
136,138,NULL,1,5115,20,4,5,4/5,136,12701-12720,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633421",1
137,138,NULL,1,5115,20,5,5,5/5,137,12721-12740,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633427",1
138,138,NULL,2,5115,20,1,1,1/1,138,12741-12760,"University Extra",NULL,100000,100000,10000,2201,NULL,"2026-03-11 19:35:22.633433",1
139,138,1474459,NULL,5120,20,1,1,1/1,139,12761-12780,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633439",1
140,138,NULL,1,5120,20,1,5,1/5,140,12781-12800,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633442",1
141,138,NULL,1,5120,20,2,5,2/5,141,12801-12820,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633448",1
142,138,NULL,1,5120,20,3,5,3/5,142,12821-12840,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633454",1
143,138,NULL,1,5120,20,4,5,4/5,143,12841-12860,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633459",1
144,138,NULL,1,5120,20,5,5,5/5,144,12861-12880,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633465",1
145,138,1474460,NULL,5120,20,1,1,1/1,145,12881-12900,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633476",1
146,138,NULL,1,5120,20,6,5,1/5,146,12901-12920,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633481",1
147,138,NULL,1,5120,20,7,5,2/5,147,12921-12940,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633490",1
148,138,NULL,1,5120,20,8,5,3/5,148,12941-12960,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633499",1
149,138,NULL,1,5120,20,9,5,4/5,149,12961-12980,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633508",1
150,138,NULL,1,5120,20,10,5,5/5,150,12981-13000,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633517",1
151,138,1474461,NULL,5120,20,1,1,1/1,151,13001-13020,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633525",1
152,138,NULL,1,5120,20,11,5,1/5,152,13021-13040,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633528",1
153,138,NULL,1,5120,20,12,5,2/5,153,13041-13060,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633534",1
154,138,NULL,1,5120,20,13,5,3/5,154,13061-13080,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633539",1
155,138,NULL,1,5120,20,14,5,4/5,155,13081-13100,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633544",1
156,138,NULL,1,5120,20,15,5,5/5,156,13101-13120,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633550",1
157,138,NULL,2,5120,20,1,1,1/1,157,13121-13140,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.633556",1
158,138,1474462,NULL,5121,20,1,1,1/1,158,13141-13160,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633562",1
159,138,NULL,1,5121,20,1,5,1/5,159,13161-13180,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633566",1
160,138,NULL,1,5121,20,2,5,2/5,160,13181-13200,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633571",1
161,138,NULL,1,5121,20,3,5,3/5,161,13201-13220,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633577",1
162,138,NULL,1,5121,20,4,5,4/5,162,13221-13240,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633582",1
163,138,NULL,1,5121,20,5,5,5/5,163,13241-13260,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.633587",1
164,138,1474463,NULL,5121,20,1,1,1/1,164,13261-13280,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633593",1
165,138,NULL,1,5121,20,6,5,1/5,165,13281-13300,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633596",1
166,138,NULL,1,5121,20,7,5,2/5,166,13301-13320,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633602",1
167,138,NULL,1,5121,20,8,5,3/5,167,13321-13340,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633607",1
168,138,NULL,1,5121,20,9,5,4/5,168,13341-13360,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633612",1
169,138,NULL,1,5121,20,10,5,5/5,169,13361-13380,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.633618",1
170,138,1474464,NULL,5121,20,1,1,1/1,170,13381-13400,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.633624",1
171,138,NULL,1,5121,20,11,5,1/5,171,13401-13420,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633627",1
172,138,NULL,1,5121,20,12,5,2/5,172,13421-13440,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633632",1
173,138,NULL,1,5121,20,13,5,3/5,173,13441-13460,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633638",1
174,138,NULL,1,5121,20,14,5,4/5,174,13461-13480,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.633643",1
