Id,ProjectId,NrDataId,ExtraId,CatchNo,EnvQuantity,CenterEnv,TotalEnv,Env,SerialNumber,BookletSerial,CenterCode,Route,NodalSortModified,CenterSortModified,RouteSortModified,NodalCodeRef,RouteRef,CreatedAt,UploadBatch
1048,138,NULL,1,9148,20,4,5,4/5,1048,30941-30960,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.639746",1
1049,138,NULL,1,9148,20,5,5,5/5,1049,30961-30980,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.639757",1
1050,138,1474600,NULL,9148,20,1,1,1/1,1050,30981-31000,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.639770",1
1051,138,NULL,1,9148,20,6,5,1/5,1051,31001-31020,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.639775",1
1052,138,NULL,1,9148,20,7,5,2/5,1052,31021-31040,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.639785",1
1053,138,NULL,1,9148,20,8,5,3/5,1053,31041-31060,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.639795",1
1054,138,NULL,1,9148,20,9,5,4/5,1054,31061-31080,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.639804",1
1055,138,NULL,1,9148,20,10,5,5/5,1055,31081-31100,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.639815",1
1056,138,1474599,NULL,9148,20,1,1,1/1,1056,31101-31120,2205,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.639826",1
1057,138,NULL,1,9148,20,11,5,1/5,1057,31121-31140,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.639831",1
1058,138,NULL,1,9148,20,12,5,2/5,1058,31141-31160,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.639853",1
1059,138,NULL,1,9148,20,13,5,3/5,1059,31161-31180,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.639864",1
1060,138,NULL,1,9148,20,14,5,4/5,1060,31181-31200,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.639874",1
1061,138,NULL,1,9148,20,15,5,5/5,1061,31201-31220,"Nodal Extra",NULL,2205.1,10000,12,2205,NULL,"2026-03-11 19:35:22.639884",1
1062,138,1474601,NULL,9148,20,1,1,1/1,1062,31221-31240,2212,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.639895",1
1063,138,NULL,1,9148,20,16,5,1/5,1063,31241-31260,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.639900",1
1064,138,NULL,1,9148,20,17,5,2/5,1064,31261-31280,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.639909",1
1065,138,NULL,1,9148,20,18,5,3/5,1065,31281-31300,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.639918",1
1066,138,NULL,1,9148,20,19,5,4/5,1066,31301-31320,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.639928",1
1067,138,NULL,1,9148,20,20,5,5/5,1067,31321-31340,"Nodal Extra",NULL,2212.1,10000,16,2212,NULL,"2026-03-11 19:35:22.639962",1
1068,138,NULL,2,9148,20,1,1,1/1,1068,31341-31360,"University Extra",NULL,100000,100000,10000,2212,NULL,"2026-03-11 19:35:22.639971",1
1069,138,1474602,NULL,9151,20,1,1,1/1,1069,31361-31380,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.639982",1
1070,138,NULL,1,9151,20,1,5,1/5,1070,31381-31400,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.639988",1
1071,138,NULL,1,9151,20,2,5,2/5,1071,31401-31420,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.639998",1
1072,138,NULL,1,9151,20,3,5,3/5,1072,31421-31440,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640007",1
1073,138,NULL,1,9151,20,4,5,4/5,1073,31441-31460,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640015",1
1074,138,NULL,1,9151,20,5,5,5/5,1074,31461-31480,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640025",1
1075,138,NULL,2,9151,20,1,1,1/1,1075,31481-31500,"University Extra",NULL,100000,100000,10000,2201,NULL,"2026-03-11 19:35:22.640035",1
1076,138,1474603,NULL,9153,20,1,1,1/1,1076,31501-31520,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640045",1
1077,138,NULL,1,9153,20,1,5,1/5,1077,31521-31540,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640050",1
1078,138,NULL,1,9153,20,2,5,2/5,1078,31541-31560,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640060",1
1079,138,NULL,1,9153,20,3,5,3/5,1079,31561-31580,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640069",1
1080,138,NULL,1,9153,20,4,5,4/5,1080,31581-31600,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640095",1
1081,138,NULL,1,9153,20,5,5,5/5,1081,31601-31620,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640104",1
1082,138,NULL,2,9153,20,1,1,1/1,1082,31621-31640,"University Extra",NULL,100000,100000,10000,2201,NULL,"2026-03-11 19:35:22.640114",1
1083,138,1474604,NULL,9159,20,1,1,1/1,1083,31641-31660,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640125",1
1084,138,NULL,1,9159,20,1,5,1/5,1084,31661-31680,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640130",1
1085,138,NULL,1,9159,20,2,5,2/5,1085,31681-31700,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640140",1
1086,138,NULL,1,9159,20,3,5,3/5,1086,31701-31720,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640149",1
1087,138,NULL,1,9159,20,4,5,4/5,1087,31721-31740,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640158",1
1088,138,NULL,1,9159,20,5,5,5/5,1088,31741-31760,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640168",1
1089,138,1474605,NULL,9159,20,1,1,1/1,1089,31761-31780,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640179",1
1090,138,NULL,1,9159,20,6,5,1/5,1090,31781-31800,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640184",1
1091,138,NULL,1,9159,20,7,5,2/5,1091,31801-31820,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640194",1
1092,138,NULL,1,9159,20,8,5,3/5,1092,31821-31840,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640204",1
1093,138,NULL,1,9159,20,9,5,4/5,1093,31841-31860,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640214",1
1094,138,NULL,1,9159,20,10,5,5/5,1094,31861-31880,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640223",1
1095,138,1474606,NULL,9159,20,1,1,1/1,1095,31881-31900,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640233",1
1096,138,NULL,1,9159,20,11,5,1/5,1096,31901-31920,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640239",1
1097,138,NULL,1,9159,20,12,5,2/5,1097,31921-31940,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640262",1
1098,138,NULL,1,9159,20,13,5,3/5,1098,31941-31960,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640270",1
1099,138,NULL,1,9159,20,14,5,4/5,1099,31961-31980,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640280",1
1100,138,NULL,1,9159,20,15,5,5/5,1100,31981-32000,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640289",1
1101,138,NULL,2,9159,20,1,1,1/1,1101,32001-32020,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.640298",1
1102,138,1474607,NULL,9161,20,1,1,1/1,1102,32021-32040,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640308",1
1103,138,NULL,1,9161,20,1,5,1/5,1103,32041-32060,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640314",1
1104,138,NULL,1,9161,20,2,5,2/5,1104,32061-32080,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640324",1
1105,138,NULL,1,9161,20,3,5,3/5,1105,32081-32100,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640333",1
1106,138,NULL,1,9161,20,4,5,4/5,1106,32101-32120,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640343",1
1107,138,NULL,1,9161,20,5,5,5/5,1107,32121-32140,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640353",1
1108,138,1474608,NULL,9161,20,1,1,1/1,1108,32141-32160,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640363",1
1109,138,NULL,1,9161,20,6,5,1/5,1109,32161-32180,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640369",1
1110,138,NULL,1,9161,20,7,5,2/5,1110,32181-32200,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640379",1
1111,138,NULL,1,9161,20,8,5,3/5,1111,32201-32220,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640387",1
1112,138,NULL,1,9161,20,9,5,4/5,1112,32221-32240,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640397",1
1113,138,NULL,1,9161,20,10,5,5/5,1113,32241-32260,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640406",1
1114,138,NULL,2,9161,20,1,1,1/1,1114,32261-32280,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.640415",1
1115,138,1474609,NULL,9162,20,1,1,1/1,1115,32281-32300,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640425",1
1116,138,NULL,1,9162,20,1,5,1/5,1116,32301-32320,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640430",1
1117,138,NULL,1,9162,20,2,5,2/5,1117,32321-32340,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640439",1
1118,138,NULL,1,9162,20,3,5,3/5,1118,32341-32360,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640445",1
1119,138,NULL,1,9162,20,4,5,4/5,1119,32361-32380,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640451",1
1120,138,NULL,1,9162,20,5,5,5/5,1120,32381-32400,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640456",1
1121,138,NULL,2,9162,20,1,1,1/1,1121,32401-32420,"University Extra",NULL,100000,100000,10000,2201,NULL,"2026-03-11 19:35:22.640462",1
1122,138,1474610,NULL,9171,20,1,1,1/1,1122,32421-32440,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640468",1
1123,138,NULL,1,9171,20,1,5,1/5,1123,32441-32460,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640471",1
1124,138,NULL,1,9171,20,2,5,2/5,1124,32461-32480,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640477",1
1125,138,NULL,1,9171,20,3,5,3/5,1125,32481-32500,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640482",1
1126,138,NULL,1,9171,20,4,5,4/5,1126,32501-32520,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640488",1
1127,138,NULL,1,9171,20,5,5,5/5,1127,32521-32540,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640493",1
1128,138,1474611,NULL,9171,20,1,1,1/1,1128,32541-32560,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640499",1
1129,138,NULL,1,9171,20,6,5,1/5,1129,32561-32580,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640502",1
1130,138,NULL,1,9171,20,7,5,2/5,1130,32581-32600,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640508",1
1131,138,NULL,1,9171,20,8,5,3/5,1131,32601-32620,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640514",1
1132,138,NULL,1,9171,20,9,5,4/5,1132,32621-32640,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640519",1
1133,138,NULL,1,9171,20,10,5,5/5,1133,32641-32660,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640524",1
1134,138,NULL,2,9171,20,1,1,1/1,1134,32661-32680,"University Extra",NULL,100000,100000,10000,2202,NULL,"2026-03-11 19:35:22.640530",1
1135,138,1474612,NULL,9172,20,1,1,1/1,1135,32681-32700,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640536",1
1136,138,NULL,1,9172,20,1,5,1/5,1136,32701-32720,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640539",1
1137,138,NULL,1,9172,20,2,5,2/5,1137,32721-32740,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640561",1
1138,138,NULL,1,9172,20,3,5,3/5,1138,32741-32760,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640568",1
1139,138,NULL,1,9172,20,4,5,4/5,1139,32761-32780,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640575",1
1140,138,NULL,1,9172,20,5,5,5/5,1140,32781-32800,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640582",1
1141,138,1474613,NULL,9172,20,1,1,1/1,1141,32801-32820,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640590",1
1142,138,NULL,1,9172,20,6,5,1/5,1142,32821-32840,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640594",1
1143,138,NULL,1,9172,20,7,5,2/5,1143,32841-32860,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640600",1
1144,138,NULL,1,9172,20,8,5,3/5,1144,32861-32880,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640606",1
1145,138,NULL,1,9172,20,9,5,4/5,1145,32881-32900,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640611",1
1146,138,NULL,1,9172,20,10,5,5/5,1146,32901-32920,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640616",1
1147,138,NULL,2,9172,20,1,1,1/1,1147,32921-32940,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.640622",1
1148,138,1474614,NULL,9501,20,1,1,1/1,1148,32941-32960,2201,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640628",1
1149,138,NULL,1,9501,20,1,5,1/5,1149,32961-32980,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640633",1
1150,138,NULL,1,9501,20,2,5,2/5,1150,32981-33000,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640642",1
1151,138,NULL,1,9501,20,3,5,3/5,1151,33001-33020,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640651",1
1152,138,NULL,1,9501,20,4,5,4/5,1152,33021-33040,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640661",1
1153,138,NULL,1,9501,20,5,5,5/5,1153,33041-33060,"Nodal Extra",NULL,2201.1,10000,1,2201,NULL,"2026-03-11 19:35:22.640671",1
1154,138,1474615,NULL,9501,20,1,1,1/1,1154,33061-33080,2202,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640681",1
1155,138,NULL,1,9501,20,6,5,1/5,1155,33081-33100,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640687",1
1156,138,NULL,1,9501,20,7,5,2/5,1156,33101-33120,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640697",1
1157,138,NULL,1,9501,20,8,5,3/5,1157,33121-33140,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640706",1
1158,138,NULL,1,9501,20,9,5,4/5,1158,33141-33160,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640716",1
1159,138,NULL,1,9501,20,10,5,5/5,1159,33161-33180,"Nodal Extra",NULL,2202.1,10000,4,2202,NULL,"2026-03-11 19:35:22.640726",1
1160,138,1474616,NULL,9501,20,1,1,1/1,1160,33181-33200,2208,NULL,NULL,NULL,NULL,NULL,NULL,"2026-03-11 19:35:22.640737",1
1161,138,NULL,1,9501,20,11,5,1/5,1161,33201-33220,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640741",1
1162,138,NULL,1,9501,20,12,5,2/5,1162,33221-33240,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640751",1
1163,138,NULL,1,9501,20,13,5,3/5,1163,33241-33260,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640762",1
1164,138,NULL,1,9501,20,14,5,4/5,1164,33261-33280,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640771",1
1165,138,NULL,1,9501,20,15,5,5/5,1165,33281-33300,"Nodal Extra",NULL,2208.1,10000,7,2208,NULL,"2026-03-11 19:35:22.640781",1
1166,138,NULL,2,9501,20,1,1,1/1,1166,33301-33320,"University Extra",NULL,100000,100000,10000,2208,NULL,"2026-03-11 19:35:22.640790",1
